Input,UnstructuredText,StructuredText,Material,Colour,Weight,Volume,Length,Width,Height,Parts
"Nike HYPERFUEL Water Bottle 18oz Fitness and Exercise Bottle, Adult Unisex, Multicoloured (Gold BlaBla), One Size
Colour Multicoloured (Orabla)
Material Compound
Capacity 510 Grams
Brand Nike
Hard material nike
Unisex Adult Fitness and Exercise Bottle
Nike hyperfuel water bottle 18oz (ac4081-823)
Modern design
Package Dimensions 21 x 8 x 7 cm; 80 Grams
Batteries required No
Included components Bottle + Manual
","Nike HYPERFUEL Water Bottle 18oz Fitness and Exercise Bottle, Adult Unisex, Multicoloured (Gold BlaBla), One Size
Hard material nike
Unisex Adult Fitness and Exercise Bottle
Nike hyperfuel water bottle 18oz (ac4081-823)
Modern design
","Colour Multicoloured (Orabla)
Material Compound
Capacity 510 Grams
Brand Nike
Package Dimensions 21 x 8 x 7 cm; 80 Grams
Batteries required No
Included components Bottle + Manual
",other,other,80g,510g,21,8,7,other
"Alpha Bottle XXL Eddie Hall 'Beast' Edition - 2400ml Water Jug/Gym Bottle - BPA Free Ideal For Gym, Dieting, Bodybuilding, Outdoor Sports, Half Gallon - Made in the UK 100% Food safe materials (Smoke)
Colour Smoke
Material Plastic
Brand Alpha Designs
Proudly designed and manufactured in the UK from the highest quality food-safe materials.
Huge 2400ml capacity - great for intra-workout drinks or just staying hydrated. Get a full days water in just one fill!
High Quality - Made from BPA and DEHP free and 100% food-safe materials. This is the perfect re-usable water bottle, it helps reduce plastic waste and is great for the environment.
The heavy duty rubber carry handle makes the Alpha Bottle XXL easy to carry for everyday use, at the gym, the office or other outdoor activities such as camping and hiking.
Leak proof design with removable silicone seal means you can take your bottle anywhere you go without worrying about leaks and spills. The seal is easily removable to make cleaning as easy as possible.
Units 1 count
Brand Alpha Designs
","Alpha Bottle XXL Eddie Hall 'Beast' Edition - 2400ml Water Jug/Gym Bottle - BPA Free Ideal For Gym, Dieting, Bodybuilding, Outdoor Sports, Half Gallon - Made in the UK 100% Food safe materials (Smoke)
Proudly designed and manufactured in the UK from the highest quality food-safe materials.
Huge 2400ml capacity - great for intra-workout drinks or just staying hydrated. Get a full days water in just one fill!
High Quality - Made from BPA and DEHP free and 100% food-safe materials. This is the perfect re-usable water bottle, it helps reduce plastic waste and is great for the environment.
The heavy duty rubber carry handle makes the Alpha Bottle XXL easy to carry for everyday use, at the gym, the office or other outdoor activities such as camping and hiking.
Leak proof design with removable silicone seal means you can take your bottle anywhere you go without worrying about leaks and spills. The seal is easily removable to make cleaning as easy as possible.
","Colour Smoke
Material Plastic
Brand Alpha Designs
Units 1 count
Brand Alpha Designs
",plastic,other,other,2400ml,other,other,other,handle
"Nerthus FIH 395 400ml glass Bottle Coral. BPA Free
Colour Coral
Material Glass
Capacity 0.4 litres
Brand NERTHUS
Glass bottle with coral silicone wrap.
Easy to open and close with one hand. Ideal for everyday use in the office, gym, outdoor and home.
Airtight cap fits the neck of the bottle along with a carry loop
The silicone cover makes it easy to hold the bottle and protects it from occasional knocks and drops.
Capacity: 400 ml.
Product Dimensions 18 x 6.5 x 6.5 cm; 200 Grams
Item volume 0.4 Litres
Is assembly required No
Batteries required No
Item weight 0.2 Kilograms
","Nerthus FIH 395 400ml glass Bottle Coral. BPA Free
Glass bottle with coral silicone wrap.
Easy to open and close with one hand. Ideal for everyday use in the office, gym, outdoor and home.
Airtight cap fits the neck of the bottle along with a carry loop
The silicone cover makes it easy to hold the bottle and protects it from occasional knocks and drops.
Capacity: 400 ml.
","Colour Coral
Material Glass
Capacity 0.4 litres
Brand NERTHUS
Product Dimensions 18 x 6.5 x 6.5 cm; 200 Grams
Item volume 0.4 Litres
Is assembly required No
Batteries required No
Item weight 0.2 Kilograms
",glass,other,0.2kg,400ml,18,6.5,6.5,other
"PRIMA CUMCE Smart water bottle Stainless Steel Thermos Flask for Hot and Cold Drinks with LED Temperature Display - Leakproof 500ml Thermos Flask with Tea Infuser Filter
INNOVATIVE LED TEMPERATURE DISPLAY - Our vacuum flasks feature an innovative LED temperature display. With intelligent chip & sensitive touch technology, you can enjoy real-time water temperature readings at the touch of a finger.
KEEPS LIQUIDS HOT/COLD FOR 24 HOURS - Brought to you by Prima Cumce, a UK brand, this smart flask has been designed with a double 304 stainless steel wall for vacuum insulation to ensure the contents remain hot/cold for 24 hours.
AVOID THE LEAKS - The thermal flask is leakproof & waterproof with a food-grade silicone seal lifting ring design for easy pouring. The 500ml capacity stainless steel flask fits in most cupholders and is perfect for taking with you when on the go.
EASY CLEAN - Our cold & hot water flask is easy to disassemble and clean. The tea & coffee thermos comes with a smooth cup mouth & an easy-unscrew top. The non-slip silicone base helps to prevent the travel flask from sliding.
YOUR COMPLETE SATISFACTION GUARANTEED - We offer a 100% money-back guarantee with our thermal flasks. If you’re at all unsatisfied, please get in touch and we’ll provide you with a full, no questions asked refund!
Manufacturer PRIMA CUMCE
Package Dimensions 23.5 x 7 x 6.8 cm; 312 Grams
Batteries 1 Lithium Polymer batteries required.
Material Stainless Steel
Batteries included? No
Batteries Required? No
Item Weight 312 g
","PRIMA CUMCE Smart water bottle Stainless Steel Thermos Flask for Hot and Cold Drinks with LED Temperature Display - Leakproof 500ml Thermos Flask with Tea Infuser Filter
INNOVATIVE LED TEMPERATURE DISPLAY - Our vacuum flasks feature an innovative LED temperature display. With intelligent chip & sensitive touch technology, you can enjoy real-time water temperature readings at the touch of a finger.
KEEPS LIQUIDS HOT/COLD FOR 24 HOURS - Brought to you by Prima Cumce, a UK brand, this smart flask has been designed with a double 304 stainless steel wall for vacuum insulation to ensure the contents remain hot/cold for 24 hours.
AVOID THE LEAKS - The thermal flask is leakproof & waterproof with a food-grade silicone seal lifting ring design for easy pouring. The 500ml capacity stainless steel flask fits in most cupholders and is perfect for taking with you when on the go.
EASY CLEAN - Our cold & hot water flask is easy to disassemble and clean. The tea & coffee thermos comes with a smooth cup mouth & an easy-unscrew top. The non-slip silicone base helps to prevent the travel flask from sliding.
YOUR COMPLETE SATISFACTION GUARANTEED - We offer a 100% money-back guarantee with our thermal flasks. If you’re at all unsatisfied, please get in touch and we’ll provide you with a full, no questions asked refund!
","Manufacturer PRIMA CUMCE
Package Dimensions 23.5 x 7 x 6.8 cm; 312 Grams
Batteries 1 Lithium Polymer batteries required.
Material Stainless Steel
Batteries included? No
Batteries Required? No
Item Weight 312 g
",metal,other,312g,500ml,23.5,7,6.8,cup;filter;led
"Polar Gear Dinosaur Tritan Bottle 420ml, green and orange
Colour Green and Orange
Material Tritan
Capacity 420 Millilitres
Brand Polar Gear
BEST FOR KIDS: 100% BPA free non-toxic 420ml water bottle with easy to use pop up drinking straw to help children stay hydrated.
DRINK MORE WATER: Pop-up straw makes it simple for children to sip throughout the day to stay hydrated. Wide neck makes it easy to add ice blocks to keep water cold
LIGHT, DURABLE AND EASY TO USE: Easy to carry and store in your bag or packed lunch box. Wide mouth opening is easy to fill with and making this easy to clean by hand with your bottle brush. Large water capacity at 420ml. Width of 8.5cm, height of 16cm.
Item package weight 0.07 kilograms
Brand Polar Gear
Model Number 1383 1378
Colour Green and Orange
Product Dimensions 6.3 x 8.5 x 16 cm; 79 Grams
Diameter 8.5 Centimetres
Capacity 420 Millilitres
Material Tritan
Special Features Flip up drinking straw
Item Weight 79 g
","Polar Gear Dinosaur Tritan Bottle 420ml, green and orange
BEST FOR KIDS: 100% BPA free non-toxic 420ml water bottle with easy to use pop up drinking straw to help children stay hydrated.
DRINK MORE WATER: Pop-up straw makes it simple for children to sip throughout the day to stay hydrated. Wide neck makes it easy to add ice blocks to keep water cold
LIGHT, DURABLE AND EASY TO USE: Easy to carry and store in your bag or packed lunch box. Wide mouth opening is easy to fill with and making this easy to clean by hand with your bottle brush. Large water capacity at 420ml. Width of 8.5cm, height of 16cm.
Item package weight 0.07 kilograms
","Colour Green and Orange
Material Tritan
Capacity 420 Millilitres
Brand Polar Gear
Brand Polar Gear
Model Number 1383 1378
Colour Green and Orange
Product Dimensions 6.3 x 8.5 x 16 cm; 79 Grams
Diameter 8.5 Centimetres
Capacity 420 Millilitres
Material Tritan
Special Features Flip up drinking straw
Item Weight 79 g
",plastic,green,79g,420ml,6.3,8.5,16,straw;brush
"EVIoX Glass Water Bottle 750mls Eco Friendly Sports Bottles + FREE Introduction to Intermittent Fasting E-book | Drinks Bottle Plastic Free Bottled Water Non Plastic Cool Stylish Gym Shaker Bottles
Colour Black and Transparent
Material Glass, Plastic
Brand EVIoX
✔ Still using plastic? PLEASE DON'T! Recent research adds onto growing evidence that BPA-free alternatives such as BPS, BPF or BPAF may not be as safe as expected. Also, plastic and their byproducts are one of the biggest ecologic ongoing problems of our time. A great alternative is glass.
✔BOROSILICATE GLASS - Our bottles are made of resistent Borosilicate glass. Borosilicate glass resists chemicals and acid degradation, you don't need to worry about stuff seeping into your water. It's always safe to drink from.
✔ BOROSILICATE GLASSES are known for having very low coefficients of thermal expansion making them resistant to thermal shock, more so than any other common glass. OUR BOTTLES ARE SUPER RESISTENT. IDEAL FOR GYM AND OUTDOOR ACTIVITIES.
✔ STAINLESS STEEL MIXER BALL - This mixer ball acts like a small whisk when placed in a shaker bottle and then shaken. This is ideal if you want to mix protein powder, Amino acids such as BCAA's or generally any type of powder.
✔ INTRODUCTION TO INTERMITTENT FASTING (IF) E-BOOK - Our hunter-gatherer ancestors fasted whenever food was in short supply. In the las few years IF has emerged as a powerful tool to loose weight/body fat, improve cognition and general well being. Our IF book acts as a introduction to IF. We will E-MAIL YOU THE BOOK AFTER THE PURCHASE.
Color Black and Transparent
Size 750ml
Material type Glass, Plastic
Volume capacity 750 Millilitres
Batteries included? No
Brand EVIoX
Manufacturer EVIoX
Manufacturer reference BROOGY58tuwm4
Package Dimensions 26.8 x 10 x 8.4 cm; 480 Grams
ASIN B07V23L5VL
","EVIoX Glass Water Bottle 750mls Eco Friendly Sports Bottles + FREE Introduction to Intermittent Fasting E-book | Drinks Bottle Plastic Free Bottled Water Non Plastic Cool Stylish Gym Shaker Bottles
✔ Still using plastic? PLEASE DON'T! Recent research adds onto growing evidence that BPA-free alternatives such as BPS, BPF or BPAF may not be as safe as expected. Also, plastic and their byproducts are one of the biggest ecologic ongoing problems of our time. A great alternative is glass.
✔BOROSILICATE GLASS - Our bottles are made of resistent Borosilicate glass. Borosilicate glass resists chemicals and acid degradation, you don't need to worry about stuff seeping into your water. It's always safe to drink from.
✔ BOROSILICATE GLASSES are known for having very low coefficients of thermal expansion making them resistant to thermal shock, more so than any other common glass. OUR BOTTLES ARE SUPER RESISTENT. IDEAL FOR GYM AND OUTDOOR ACTIVITIES.
✔ STAINLESS STEEL MIXER BALL - This mixer ball acts like a small whisk when placed in a shaker bottle and then shaken. This is ideal if you want to mix protein powder, Amino acids such as BCAA's or generally any type of powder.
✔ INTRODUCTION TO INTERMITTENT FASTING (IF) E-BOOK - Our hunter-gatherer ancestors fasted whenever food was in short supply. In the las few years IF has emerged as a powerful tool to loose weight/body fat, improve cognition and general well being. Our IF book acts as a introduction to IF. We will E-MAIL YOU THE BOOK AFTER THE PURCHASE.
","Colour Black and Transparent
Material Glass, Plastic
Brand EVIoX
Color Black and Transparent
Size 750ml
Material type Glass, Plastic
Volume capacity 750 Millilitres
Batteries included? No
Brand EVIoX
Manufacturer EVIoX
Manufacturer reference BROOGY58tuwm4
Package Dimensions 26.8 x 10 x 8.4 cm; 480 Grams
ASIN B07V23L5VL
",glass,black,480g,750ml,26.8,10,8.4,other
"Hydracy Fruit Infuser Water Bottle - 1Litre Sport Bottle with Insulating Sleeve, Time Marker and Full Length Infusion Rod + 27 Fruit Infused Water Recipes eBook Gift -Your Healthy Hydration Made Easy
Colour Rose Gold
Capacity 907 Grams
Brand Hydracy
✅ ENJOY DRINKING HEALTHY: large 1Litre capacity and full length infuser basket for increased flavour till the last drop, drinking water has never been so tempting! Thanks to our new timeline feature, you will easily track your daily water intake and adopt a healthy hydration habit proven to increase your energy level, facilitate weight loss, detox and feeling rejuvenated!
✅ NO SWEAT & COOLER: unlike others all our infusion bottles come with their own sweat proof insulative cover. Say Goodbye to condensation which can potentially create a mess in your carry bag and say Hello to your fruit infused water staying deliciously fresh at least 50% longer!
✅ SAFE & SIMPLE TO USE: Built with sturdy premium BPA free eco-friendly Eastman Tritan, your bottle can be used and reused safely by everyone adults or kids. The metal ring latch on the flip top ensures the bottle is securely sealed and 100% leakproof. Cleaned easily in 1 minute, spend more time experimenting with all the delicious recipes included in your free Starter Guide eBook.
✅ SMART & STYLISH DESIGN: easy to carry in backpack pocket or using extra convenient carry handle. Special fitted grips on both sides for a more comfortable and secure handling. Flip top Lid give you instant access to your infused water, large capacity reducing refilling needs, fits most car holders, 2-in-1 just remove the infuser and you have a nice sport bottle. Ideal for gift, why not buy another one for a friend or family member? Get ready to receive plenty of compliments!
★ YOUR SATISFACTION GUARANTEED ★ We are so sure you will absolutely love your bottle that it comes with a lifetime satisfaction guaranteed: if for whatever reason you are not absolutely 100% thrilled by your infuser, we will refund or replace it, no question asked! Included also are instructions on how to download your free Infused Water Starter Guide & Recipes eBook. Kick-start your healthy habit and order your awesome bottle risk-free NOW!
Color Rose Gold
Volume capacity 1000 Millilitres
Batteries included? No
Brand Hydracy
Department Unisex
Manufacturer Hydracy
Package Dimensions 26.16 x 9.91 x 9.91 cm; 340 Grams
ASIN B07ZTT6YV1
","Hydracy Fruit Infuser Water Bottle - 1Litre Sport Bottle with Insulating Sleeve, Time Marker and Full Length Infusion Rod + 27 Fruit Infused Water Recipes eBook Gift -Your Healthy Hydration Made Easy
✅ ENJOY DRINKING HEALTHY: large 1Litre capacity and full length infuser basket for increased flavour till the last drop, drinking water has never been so tempting! Thanks to our new timeline feature, you will easily track your daily water intake and adopt a healthy hydration habit proven to increase your energy level, facilitate weight loss, detox and feeling rejuvenated!
✅ NO SWEAT & COOLER: unlike others all our infusion bottles come with their own sweat proof insulative cover. Say Goodbye to condensation which can potentially create a mess in your carry bag and say Hello to your fruit infused water staying deliciously fresh at least 50% longer!
✅ SAFE & SIMPLE TO USE: Built with sturdy premium BPA free eco-friendly Eastman Tritan, your bottle can be used and reused safely by everyone adults or kids. The metal ring latch on the flip top ensures the bottle is securely sealed and 100% leakproof. Cleaned easily in 1 minute, spend more time experimenting with all the delicious recipes included in your free Starter Guide eBook.
✅ SMART & STYLISH DESIGN: easy to carry in backpack pocket or using extra convenient carry handle. Special fitted grips on both sides for a more comfortable and secure handling. Flip top Lid give you instant access to your infused water, large capacity reducing refilling needs, fits most car holders, 2-in-1 just remove the infuser and you have a nice sport bottle. Ideal for gift, why not buy another one for a friend or family member? Get ready to receive plenty of compliments!
★ YOUR SATISFACTION GUARANTEED ★ We are so sure you will absolutely love your bottle that it comes with a lifetime satisfaction guaranteed: if for whatever reason you are not absolutely 100% thrilled by your infuser, we will refund or replace it, no question asked! Included also are instructions on how to download your free Infused Water Starter Guide & Recipes eBook. Kick-start your healthy habit and order your awesome bottle risk-free NOW!
","Colour Rose Gold
Capacity 907 Grams
Brand Hydracy
Color Rose Gold
Volume capacity 1000 Millilitres
Batteries included? No
Brand Hydracy
Department Unisex
Manufacturer Hydracy
Package Dimensions 26.16 x 9.91 x 9.91 cm; 340 Grams
ASIN B07ZTT6YV1
",plastic,red,340g,1000ml,26.16,9.91,9.91,lid;handle
"Ion8 Leak Proof Slim Water Bottle, Stainless Steel, 600ml (20oz)
Colour Purple
Material Stainless Steel
Capacity 20 Fluid Ounces
Brand Ion8
100% leak proof stainless steel water bottle
hygienic spout cover flips open with one finger and locks closed for safety
vented smooth liquid flow for spill-free hydration
the width of a drinks can, it fits any cup holder or backpack. The handy carry ring hooks onto a finger, coat hook or carabiner
stainless steel is food safe, odour resistant, keeps contents fresh & flavourful, and is easy to clean. Not suitable for very hot drinks
Color Purple
Size 600 ml
Style Stainless Steel Water Bottle
Material type Stainless Steel
Number of items 1
Seasons All Weather
Sport Exercise & Fitness, Running, Yoga
Volume capacity 600 Millilitres
Included components 1 x Drinks Bottle
Batteries included? No
Brand Ion8
Department Leak Proof
Manufacturer ion8
Item model number B089KSQH1R
Product Dimensions 7 x 6.5 x 23 cm; 120 Grams
ASIN B089KSQH1R
","Ion8 Leak Proof Slim Water Bottle, Stainless Steel, 600ml (20oz)
100% leak proof stainless steel water bottle
hygienic spout cover flips open with one finger and locks closed for safety
vented smooth liquid flow for spill-free hydration
the width of a drinks can, it fits any cup holder or backpack. The handy carry ring hooks onto a finger, coat hook or carabiner
stainless steel is food safe, odour resistant, keeps contents fresh & flavourful, and is easy to clean. Not suitable for very hot drinks
","Colour Purple
Material Stainless Steel
Capacity 20 Fluid Ounces
Brand Ion8
Color Purple
Size 600 ml
Style Stainless Steel Water Bottle
Material type Stainless Steel
Number of items 1
Seasons All Weather
Sport Exercise & Fitness, Running, Yoga
Volume capacity 600 Millilitres
Included components 1 x Drinks Bottle
Batteries included? No
Brand Ion8
Department Leak Proof
Manufacturer ion8
Item model number B089KSQH1R
Product Dimensions 7 x 6.5 x 23 cm; 120 Grams
ASIN B089KSQH1R
",metal,purple,120g,600ml,7,6.5,23,cup;lock
"Alpha Bottle XL - 1.6 Litre Water Jug/Gym Bottle - BPA Free Ideal For Gym, Dieting, Bodybuilding, Outdoor Sports, Hiking & Office, Half Gallon - Made in the UK 100% Food safe materials (Black/Smoke)
Colour Black / Smoke
Material Plastic
Brand Alpha Designs
Proudly designed and manufactured in the UK from the highest quality food-safe materials.
Large 1600ml capacity - great for intra-workout drinks or just staying hydrated. Get almost a full days water in just one fill!
High Quality - Made from BPA and DEHP free and 100% food-safe materials. This is the perfect re-usable water bottle, it helps reduce plastic waste and is great for the environment.
The heavy duty rubber carry handle makes the Alpha Bottle XL easy to carry for everyday use, at the gym, the office or other outdoor activities such as camping and hiking.
Leak proof design with removable silicone seal means you can take your bottle anywhere you go without worrying about leaks and spills. The seal is easily removable to make cleaning as easy as possible.
Product Name Alpha Bottle XL 1600 ml Smoke
Weight 195 Grams
Units 1 count
Brand Alpha Designs
","Alpha Bottle XL - 1.6 Litre Water Jug/Gym Bottle - BPA Free Ideal For Gym, Dieting, Bodybuilding, Outdoor Sports, Hiking & Office, Half Gallon - Made in the UK 100% Food safe materials (Black/Smoke)
Proudly designed and manufactured in the UK from the highest quality food-safe materials.
Large 1600ml capacity - great for intra-workout drinks or just staying hydrated. Get almost a full days water in just one fill!
High Quality - Made from BPA and DEHP free and 100% food-safe materials. This is the perfect re-usable water bottle, it helps reduce plastic waste and is great for the environment.
The heavy duty rubber carry handle makes the Alpha Bottle XL easy to carry for everyday use, at the gym, the office or other outdoor activities such as camping and hiking.
Leak proof design with removable silicone seal means you can take your bottle anywhere you go without worrying about leaks and spills. The seal is easily removable to make cleaning as easy as possible.
","Colour Black / Smoke
Material Plastic
Brand Alpha Designs
Product Name Alpha Bottle XL 1600 ml Smoke
Weight 195 Grams
Units 1 count
Brand Alpha Designs
",plastic,black,195g,1600ml,other,other,other,handle
"YouBottle Stainless Steel Water Bottle, Vacuum Insulated Reusable Bottles, Leakproof Metal BPA Free Eco Friendly Bottle,12 Hours Hot & 24 Hours Cold for Adult, Kids, Sports, Home-500ml
Colour Harbor Blue
Brand YouBottle
Capacity 510 Grams
Material Stainless Steel
Item dimensions L x W x H 7.3 x 7.3 x 24 centimetres
VACUUM INSULATION KEEP 24 HOURS COLD AND 12 HOURS HOT: Our premium 18/8 stainless steel is resistant to corrosion and provides durability, reliability, and high performance. It keeps drinking hot for 12 hours and cold for 24 hours, now you can fill up your water everywhere you go to stay hydrated.
ECO-FRIENDLY MATERIALS: This double high-quality rust-resistant 304 food-grade stainless steel can maintain the taste and purity of your favorite drinks. All materials are BPA-free, healthy, reusable, sustainable alternatives to disposable plastic bottles.
LEAK-PROOF SCREW LID: Precision engineering and special design ensure it can 100% leak-proof and never make your clothes or bags get wet. It is easy for you to clean the bottle and avoid germs and bacteria growth with big bottle mouth and neck.
GOOD TO GO HANDLED LOOP: It is perfect for carrying this lightweight bottle while hiking, camping, cycling, running, traveling, and more. Never worry about your portable water bottle cracking or breaking again.
100% SATISFACTION GUARANTEED: We are so confident in the performance and presentation of this product that we are including a 100% satisfaction guarantee. We also include a 30-day hassle free-money back and lifetime warranty.
Cap type Loop Cap
Color Harbor Blue
Material type Stainless Steel
Seasons Autumn/winter
Volume capacity 500 Millilitres
Batteries included? No
Brand YouBottle
Manufacturer YouBottle
Product Dimensions 7.3 x 7.3 x 24 cm; 40 Grams
ASIN B08MJR8PQ5
","YouBottle Stainless Steel Water Bottle, Vacuum Insulated Reusable Bottles, Leakproof Metal BPA Free Eco Friendly Bottle,12 Hours Hot & 24 Hours Cold for Adult, Kids, Sports, Home-500ml
VACUUM INSULATION KEEP 24 HOURS COLD AND 12 HOURS HOT: Our premium 18/8 stainless steel is resistant to corrosion and provides durability, reliability, and high performance. It keeps drinking hot for 12 hours and cold for 24 hours, now you can fill up your water everywhere you go to stay hydrated.
ECO-FRIENDLY MATERIALS: This double high-quality rust-resistant 304 food-grade stainless steel can maintain the taste and purity of your favorite drinks. All materials are BPA-free, healthy, reusable, sustainable alternatives to disposable plastic bottles.
LEAK-PROOF SCREW LID: Precision engineering and special design ensure it can 100% leak-proof and never make your clothes or bags get wet. It is easy for you to clean the bottle and avoid germs and bacteria growth with big bottle mouth and neck.
GOOD TO GO HANDLED LOOP: It is perfect for carrying this lightweight bottle while hiking, camping, cycling, running, traveling, and more. Never worry about your portable water bottle cracking or breaking again.
100% SATISFACTION GUARANTEED: We are so confident in the performance and presentation of this product that we are including a 100% satisfaction guarantee. We also include a 30-day hassle free-money back and lifetime warranty.
","Colour Harbor Blue
Brand YouBottle
Capacity 510 Grams
Material Stainless Steel
Item dimensions L x W x H 7.3 x 7.3 x 24 centimetres
Cap type Loop Cap
Color Harbor Blue
Material type Stainless Steel
Seasons Autumn/winter
Volume capacity 500 Millilitres
Batteries included? No
Brand YouBottle
Manufacturer YouBottle
Product Dimensions 7.3 x 7.3 x 24 cm; 40 Grams
ASIN B08MJR8PQ5
",metal,blue,40g,500ml,7.3,7.3,24,lid;handle
"elefunkie Kids Water Bottles Unicorn - 500ml Children Water Bottle - Girls Water Bottle Leakproof - BPA Free Children Drinking bottle - Collapsible Drinks Bottles
Colour Multicolour
Material Silicone
Capacity 5 Millilitres
Brand Elefunkie
NO NASTY CHEMICALS: Our kids drinking bottle is BPA FREE & LFGB certified so you know your children are safe making it the perfect unicorn water bottle. The strong food-grade silicone ensures our water bottle for girls is safe & healthy
EVERYDAY I’M GUZZLIN’: Do your kids drink enough water? With a capacity of 500ml, up to 4 refills of this childrens water bottle is enough for their daily intake. The flip top spout makes the elefunkie girls drinks bottle practical.
FUNKY & FUNCTIONAL: Beautiful 3D textured design you won’t find on another kids drinking bottle. And when its all said and done, collapse it and put it away. Truly a unique unicorn gifts perfect for birthdays
DROP RESISTANT & LEAKPROOF: When was the last kids drinks bottle you bought that made it through the whole school year? The Elefunkie unicorn bottle is drop resistant up to 4ft making it ideal for sports and other fun activities
ADD TO CART: Once you’re done, roll it up and clip it and go. All elefunkie water bottle for kids come with a carabiner so you’ll never lose it. So click ADD TO CART and take advantage of our 30 day money back guarantee and give them the perfect girls present
Color Multicolour
Material type Silicone
Volume capacity 500 Millilitres
Batteries included? No
Brand Elefunkie
Manufacturer elefunkie
Package Dimensions 21.8 x 9.6 x 6.6 cm; 120 Grams
ASIN B089NTDTPM
","elefunkie Kids Water Bottles Unicorn - 500ml Children Water Bottle - Girls Water Bottle Leakproof - BPA Free Children Drinking bottle - Collapsible Drinks Bottles
NO NASTY CHEMICALS: Our kids drinking bottle is BPA FREE & LFGB certified so you know your children are safe making it the perfect unicorn water bottle. The strong food-grade silicone ensures our water bottle for girls is safe & healthy
EVERYDAY I’M GUZZLIN’: Do your kids drink enough water? With a capacity of 500ml, up to 4 refills of this childrens water bottle is enough for their daily intake. The flip top spout makes the elefunkie girls drinks bottle practical.
FUNKY & FUNCTIONAL: Beautiful 3D textured design you won’t find on another kids drinking bottle. And when its all said and done, collapse it and put it away. Truly a unique unicorn gifts perfect for birthdays
DROP RESISTANT & LEAKPROOF: When was the last kids drinks bottle you bought that made it through the whole school year? The Elefunkie unicorn bottle is drop resistant up to 4ft making it ideal for sports and other fun activities
ADD TO CART: Once you’re done, roll it up and clip it and go. All elefunkie water bottle for kids come with a carabiner so you’ll never lose it. So click ADD TO CART and take advantage of our 30 day money back guarantee and give them the perfect girls present
","Colour Multicolour
Material Silicone
Capacity 5 Millilitres
Brand Elefunkie
Color Multicolour
Material type Silicone
Volume capacity 500 Millilitres
Batteries included? No
Brand Elefunkie
Manufacturer elefunkie
Package Dimensions 21.8 x 9.6 x 6.6 cm; 120 Grams
ASIN B089NTDTPM
",plastic,other,120g,500ml,21.8,9.6,6.6,other
"BuildLife 3.78L/2.2L Wide Mouth Gym Water Bottle with Times to Drink-Large BPA Free Capacity for Fitness Goals and Outdoor
❤Helps Hydrate You:AM & PM time lines work like magic to remind you to drink throughout the day. Track your progress with measurement marks which indicate how much water is left.
❤Big Capacity & Multiples colors: BuildLife 3.78L/2.2L water jug can let you fall in love with drinking not just because your body need.It has a wide enough mouth to add ice cubes or fruits like lemon, orange, and others to make your life healthier:One gallon super big capacity which can replenish the moisture loss after you do exercise.
❤Easy to Use:With flip top, make it very easy to drink. High quality nylon strap, durable enough and ergonomic strap for easier transportation and a better grip. Handle design, uses human mechanics, which bring you a good hand feelings when grasp it.
❤PRACTICAL & EFFECTIVE DESIGN:Features like a one-click push button to open easily, unique mouth opening for fast water flow and a strap for outdoor travel will make this spill proof water bottle your favorite fitness companion.
❤Easy to Clean:.Hand wash only.Easy to clean with Baking Soda and Vinegar.PLEASE NOTE:DO NOT FALL,DO NOT DISHWASHER, NOT HOT LIQUID.
Color 01.purple/Blue Gradien
Size 2.2L
Batteries included? No
Brand BuildLife
Manufacturer BuildLife
Package Dimensions 26.2 x 14.2 x 12.8 cm; 500 Grams
ASIN B08G865T4Z
","BuildLife 3.78L/2.2L Wide Mouth Gym Water Bottle with Times to Drink-Large BPA Free Capacity for Fitness Goals and Outdoor
❤Helps Hydrate You:AM & PM time lines work like magic to remind you to drink throughout the day. Track your progress with measurement marks which indicate how much water is left.
❤Big Capacity & Multiples colors: BuildLife 3.78L/2.2L water jug can let you fall in love with drinking not just because your body need.It has a wide enough mouth to add ice cubes or fruits like lemon, orange, and others to make your life healthier:One gallon super big capacity which can replenish the moisture loss after you do exercise.
❤Easy to Use:With flip top, make it very easy to drink. High quality nylon strap, durable enough and ergonomic strap for easier transportation and a better grip. Handle design, uses human mechanics, which bring you a good hand feelings when grasp it.
❤PRACTICAL & EFFECTIVE DESIGN:Features like a one-click push button to open easily, unique mouth opening for fast water flow and a strap for outdoor travel will make this spill proof water bottle your favorite fitness companion.
❤Easy to Clean:.Hand wash only.Easy to clean with Baking Soda and Vinegar.PLEASE NOTE:DO NOT FALL,DO NOT DISHWASHER, NOT HOT LIQUID.
","Color 01.purple/Blue Gradien
Size 2.2L
Batteries included? No
Brand BuildLife
Manufacturer BuildLife
Package Dimensions 26.2 x 14.2 x 12.8 cm; 500 Grams
ASIN B08G865T4Z
",other,black,500g,2.2L,26.2,14.2,12.8,handle
