Input,UnstructuredText,StructuredText,Material,Colour,Weight,Volume,Length,Width,Height,Parts
"Estwing ESTE322P-TB ESE322P Pick Prospecting Hammer, Blue, 22 oz (Ounces)

Designed for the geologist when working with rock
High quality chisel geological hammer picks use the strongest steel which is forged in one-piece
Used by slaters or geologists and has a liquid vinyl grip handle bonded on to the shaft during production for added grip and comfort

Manufacturer Estwing
Part Number E3‐22P
Product Dimensions 33.02 x 17.78 x 3.18 cm; 621.42 Grams
Item model number E3-22P
Size 22 oz (Ounces)
Colour Blue
Material Synthetic
Item Package Quantity 1
Measurement System Metric
Included Components Rock Pick
Batteries included? No
Batteries Required? No
Item Weight 621 g
","Estwing ESTE322P-TB ESE322P Pick Prospecting Hammer, Blue, 22 oz (Ounces)

Designed for the geologist when working with rock
High quality chisel geological hammer picks use the strongest steel which is forged in one-piece
Used by slaters or geologists and has a liquid vinyl grip handle bonded on to the shaft during production for added grip and comfort

","Manufacturer Estwing
Part Number E3‐22P
Product Dimensions 33.02 x 17.78 x 3.18 cm; 621.42 Grams
Item model number E3-22P
Size 22 oz (Ounces)
Colour Blue
Material Synthetic
Item Package Quantity 1
Measurement System Metric
Included Components Rock Pick
Batteries included? No
Batteries Required? No
Item Weight 621 g
",metal,blue,621g,22oz,33.02,17.78,3.18,handle
"Dead On DOS22M 22-Ounce 18-Inch Steel Milled Face Hammer by Dead On
Vibration elimination design
Innovative ""underneath"" magnetic nail set
Unique front of head nail pull
Stronger shaft
""Tuning fork"" design
Manufacturer Dead On Tools
Part Number DOS22M
Product Dimensions 53.34 x 17.78 x 10.16 cm; 997.9 Grams
Item model number DOS22M
Colour One Color
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 998 g
","Dead On DOS22M 22-Ounce 18-Inch Steel Milled Face Hammer by Dead On
Vibration elimination design
Innovative ""underneath"" magnetic nail set
Unique front of head nail pull
Stronger shaft
""Tuning fork"" design
","Manufacturer Dead On Tools
Part Number DOS22M
Product Dimensions 53.34 x 17.78 x 10.16 cm; 997.9 Grams
Item model number DOS22M
Colour One Color
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 998 g
",metal,other,998g,other,53.34,17.78,10.16,other
"Fiskars 750620-1001 Sledge Hammer, Orange/Black, 10 lb
Ideal for demolition work like shattering concrete (demolition face) or driving stakes and wedges (driving face)
Wedged demolition face concentrates force for up to 5X more destructive power than traditional designs and directs debris to the sides, not back at you
Extra-large diameter driving face improves strike accuracy
Patented IsoCore Shock Control System absorbs strike shock and vibration to reduce the punishment your body takes, transferring 2X less shock and vibration than wood handles
Lifetime
Manufacturer Fiskars
Part Number 750620-1001
Product Dimensions 8.26 x 18.42 x 91.44 cm; 5.85 Kilograms
Item model number 750620-1001
Size 10 lb
Colour Orange/Black
Style Sledge Hammer
Item Package Quantity 1
Maximum Weight Capacity 13.4 Pounds
Measurement System Metric
Included Components Sledge Hammer
Batteries Required? No
Item Weight 5.85 kg
","Fiskars 750620-1001 Sledge Hammer, Orange/Black, 10 lb
Ideal for demolition work like shattering concrete (demolition face) or driving stakes and wedges (driving face)
Wedged demolition face concentrates force for up to 5X more destructive power than traditional designs and directs debris to the sides, not back at you
Extra-large diameter driving face improves strike accuracy
Patented IsoCore Shock Control System absorbs strike shock and vibration to reduce the punishment your body takes, transferring 2X less shock and vibration than wood handles
Lifetime
","Manufacturer Fiskars
Part Number 750620-1001
Product Dimensions 8.26 x 18.42 x 91.44 cm; 5.85 Kilograms
Item model number 750620-1001
Size 10 lb
Colour Orange/Black
Style Sledge Hammer
Item Package Quantity 1
Maximum Weight Capacity 13.4 Pounds
Measurement System Metric
Included Components Sledge Hammer
Batteries Required? No
Item Weight 5.85 kg
",other,black,5.85kg,other,8.26,18.42,91.44,handle
"Estwing E3/28c Curved Claw Engineers Pattern Hammer - Vinyl Grip 24oz
Solid forged from one piece of American Steel for ultimate durability and strength
Designed with the traditional English pattern head
Curved claw leverage for added torque when pulling and prying nails or boards
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
Manufacturer Estwing
Part Number ESTE328C
Product Dimensions 14 x 3.51 x 34.01 cm; 930 Grams
Item model number ESTE328C
Size 24oz.
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 930 g
","Estwing E3/28c Curved Claw Engineers Pattern Hammer - Vinyl Grip 24oz
Solid forged from one piece of American Steel for ultimate durability and strength
Designed with the traditional English pattern head
Curved claw leverage for added torque when pulling and prying nails or boards
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
","Manufacturer Estwing
Part Number ESTE328C
Product Dimensions 14 x 3.51 x 34.01 cm; 930 Grams
Item model number ESTE328C
Size 24oz.
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 930 g
",metal,other,930g,24oz,14,3.51,34.01,other
"Thor 208 Copper / Rawhide Hammer Size a
General-purpose
Double-faced hammer
Polished wooden handle
Ideal where a heavy blow is required in a relatively small striking area
Spare faces are available
Manufacturer Thor
Part Number TOO-THO208
Product Dimensions 23 x 8 x 3 cm; 358.34 Grams
Item model number 03-208
Size Size A (25mm / 1"") / 400g (14oz)
Material Wood, METAL
Item Package Quantity 1
Number Of Pieces 1
Included Components Hammer
Batteries included? No
Batteries Required? No
Item Weight 358 g
","Thor 208 Copper / Rawhide Hammer Size a
General-purpose
Double-faced hammer
Polished wooden handle
Ideal where a heavy blow is required in a relatively small striking area
Spare faces are available
","Manufacturer Thor
Part Number TOO-THO208
Product Dimensions 23 x 8 x 3 cm; 358.34 Grams
Item model number 03-208
Size Size A (25mm / 1"") / 400g (14oz)
Material Wood, METAL
Item Package Quantity 1
Number Of Pieces 1
Included Components Hammer
Batteries included? No
Batteries Required? No
Item Weight 358 g
",metal,other,358g,14oz,23,8,3,handle
"Stanley FatMax FuBar III 55-120 5-in-1 Demolition Tool, Sledge Hammer / Nail Remover / Jaws For Timber / Pry Bar
One-piece forged steel bar for durability
Length: 760mm
Bevelled nail slot for pulling and prying nails
Textured grip for excellent comfort and control
Manufacturer Stanley Black & Decker
Part Number 1-55-120
Product Dimensions 82.4 x 21.1 x 5 cm; 3.72 Kilograms
Item model number 1-55-120
Size 760 mm
Colour Black/Silver
Material Alloy Steel
Item Package Quantity 1
Number Of Pieces 1
Measurement System Metric
Included Components 1 x Utility Bar
Batteries included? No
Batteries Required? No
Item Weight 3.72 kg
","Stanley FatMax FuBar III 55-120 5-in-1 Demolition Tool, Sledge Hammer / Nail Remover / Jaws For Timber / Pry Bar
One-piece forged steel bar for durability
Length: 760mm
Bevelled nail slot for pulling and prying nails
Textured grip for excellent comfort and control
","Manufacturer Stanley Black & Decker
Part Number 1-55-120
Product Dimensions 82.4 x 21.1 x 5 cm; 3.72 Kilograms
Item model number 1-55-120
Size 760 mm
Colour Black/Silver
Material Alloy Steel
Item Package Quantity 1
Number Of Pieces 1
Measurement System Metric
Included Components 1 x Utility Bar
Batteries included? No
Batteries Required? No
Item Weight 3.72 kg
",metal,black,3.72kg,other,82.4,21.1,5,other
"Roughneck 65635 Sledge Hammer 14lb F/glass Handle

Sledge Hammer Fibreglass Handle 6.35kg (14lb)
Product code: 65-635
Length: 91cm Width: 8cm Height: 19cm

Manufacturer Roughneck
Part Number ROU65635
Product Dimensions 92 x 21 x 7.4 cm; 7.46 Kilograms
Item model number ROU65635
Item Package Quantity 1
Included Components 1 x Sledge Hammer Fibreglass Handle 6.4 kg (14 lb)
Batteries included? No
Batteries Required? No
Item Weight 7.46 kg
","Roughneck 65635 Sledge Hammer 14lb F/glass Handle

Sledge Hammer Fibreglass Handle 6.35kg (14lb)
Product code: 65-635
Length: 91cm Width: 8cm Height: 19cm

","Manufacturer Roughneck
Part Number ROU65635
Product Dimensions 92 x 21 x 7.4 cm; 7.46 Kilograms
Item model number ROU65635
Item Package Quantity 1
Included Components 1 x Sledge Hammer Fibreglass Handle 6.4 kg (14 lb)
Batteries included? No
Batteries Required? No
Item Weight 7.46 kg
",plastic,other,7.46kg,other,92,21,7.4,handle
"Roughneck ROU64767 Fencing Maul 10lb F/glass Handle
Ideal for driving home wooden posts
Round striking face makes it safer than sledge hammers
Solid core fibreglass handle with polypropylene jacket
Double injected TPR soft-grip handle
Industrial grade epoxy
Product Dimensions 10.7 x 92.1 x 11.6 cm; 5.44 Kilograms
Part number ROU64767
Item display height 10.8 centimetres
Item display length 91.2 centimetres
Item display width 12 centimetres
Item display weight 5.9 Kilograms
Material type Steel
Manufacturer Roughneck
Item model number ROU64767
ASIN B003CT4DB8
","Roughneck ROU64767 Fencing Maul 10lb F/glass Handle
Ideal for driving home wooden posts
Round striking face makes it safer than sledge hammers
Solid core fibreglass handle with polypropylene jacket
Double injected TPR soft-grip handle
Industrial grade epoxy
","Product Dimensions 10.7 x 92.1 x 11.6 cm; 5.44 Kilograms
Part number ROU64767
Item display height 10.8 centimetres
Item display length 91.2 centimetres
Item display width 12 centimetres
Item display weight 5.9 Kilograms
Material type Steel
Manufacturer Roughneck
Item model number ROU64767
ASIN B003CT4DB8
",metal,other,5.9kg,other,10.7,92.1,11.6,handle
"Silverline 719767 Fibreglass Sledge Hammer, 10 lb
Forged steel powder-coated head
Precision-ground striking faces
Shock-absorbing fibreglass shaft with nylon surround
High-grip rubber handle
10 lb (4.54 kg)
Manufacturer SLTL4
Part Number 719767
Product Dimensions 90.5 x 18 x 6.5 cm; 5.67 Kilograms
Item model number 719767
Size 10 lb (4.54 kg)
Item Package Quantity 1
Number Of Pieces 1
Batteries included? No
Batteries Required? No
Item Weight 5.67 kg
","Silverline 719767 Fibreglass Sledge Hammer, 10 lb
Forged steel powder-coated head
Precision-ground striking faces
Shock-absorbing fibreglass shaft with nylon surround
High-grip rubber handle
10 lb (4.54 kg)
","Manufacturer SLTL4
Part Number 719767
Product Dimensions 90.5 x 18 x 6.5 cm; 5.67 Kilograms
Item model number 719767
Size 10 lb (4.54 kg)
Item Package Quantity 1
Number Of Pieces 1
Batteries included? No
Batteries Required? No
Item Weight 5.67 kg
",metal,other,5.67kg,other,90.5,18,6.5,handle
"Sledge Hammer 14LB F/Glass
SLEDGE HAMMER 14LB F/GLASS
Manufacturer TOOLTIME
Part Number 394968
Product Dimensions 25.5 x 5.1 x 12 cm; 6.35 Kilograms
Item model number 394968
Size 14 lb (6.35 kg)
Item Package Quantity 1
Number Of Pieces 1
Batteries included? No
Batteries Required? No
Item Weight 6.35 kg
","Sledge Hammer 14LB F/Glass
SLEDGE HAMMER 14LB F/GLASS
","Manufacturer TOOLTIME
Part Number 394968
Product Dimensions 25.5 x 5.1 x 12 cm; 6.35 Kilograms
Item model number 394968
Size 14 lb (6.35 kg)
Item Package Quantity 1
Number Of Pieces 1
Batteries included? No
Batteries Required? No
Item Weight 6.35 kg
",glass,other,6.35kg,other,25.5,5.1,12,other
"Really Special Present for Dads- Engraved Hammer:""Thank You for Helping me Build My Life."" and""When it Comes to Being a Father, You Nailed it!""
Really special present for really special Fathers! - A gift that says a thousand words.
Wooden claw hammer with ""Thank you for helping me build my life."" engraved on the front of the hammer.
And ""When it comes to being a father, you nailed it!"" engraved on the back of the hammer.
Comes in a special gift box, filled with straw to give it a good presentation and a real ""Wow factor"".
Please note as all of the hammer handles are made of hickory wood they will have different appearances. Some will be darker some may be lighter but all will be look fantastic and be unique!
Manufacturer a thousand words
Part Number Weeding
Package Dimensions 32.2 x 14.8 x 4 cm; 480 Grams
Manufacturer reference Weeding
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 480 g
","Really Special Present for Dads- Engraved Hammer:""Thank You for Helping me Build My Life."" and""When it Comes to Being a Father, You Nailed it!""
Really special present for really special Fathers! - A gift that says a thousand words.
Wooden claw hammer with ""Thank you for helping me build my life."" engraved on the front of the hammer.
And ""When it comes to being a father, you nailed it!"" engraved on the back of the hammer.
Comes in a special gift box, filled with straw to give it a good presentation and a real ""Wow factor"".
Please note as all of the hammer handles are made of hickory wood they will have different appearances. Some will be darker some may be lighter but all will be look fantastic and be unique!
","Manufacturer a thousand words
Part Number Weeding
Package Dimensions 32.2 x 14.8 x 4 cm; 480 Grams
Manufacturer reference Weeding
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 480 g
",wood,other,480g,other,32.2,14.8,4,handle;straw
"Amtech A2160 10lb Fibreglass Sledge Hammer ""4.5 Kg (Head), 5.30 kg (Total)""
Drop forged, heat treated head with fibreglass shaft
Comfortable rubber grip
Heads are securely fixed to fibreglass handle with nylon jacket
General purpose sledge hammers ideal for building and demolition work
Am-Tech branded
Manufacturer DK Tools LTD
Part Number A2160
Product Dimensions 90 x 18 x 7 cm; 997.9 Grams
Item model number AM-A2160
Size One Size
Colour Multi-colour
Material Plastic, Metal
Item Package Quantity 1
Number Of Pieces 1
Measurement System Metric
Usage Amateur, Professional
Included Components 4.5kg (10lb) SLEDGE HAMMER - FIBREGLASS SHAFT
Batteries included? No
Batteries Required? No
Item Weight 998 g
","Amtech A2160 10lb Fibreglass Sledge Hammer ""4.5 Kg (Head), 5.30 kg (Total)""
Drop forged, heat treated head with fibreglass shaft
Comfortable rubber grip
Heads are securely fixed to fibreglass handle with nylon jacket
General purpose sledge hammers ideal for building and demolition work
Am-Tech branded
","Manufacturer DK Tools LTD
Part Number A2160
Product Dimensions 90 x 18 x 7 cm; 997.9 Grams
Item model number AM-A2160
Size One Size
Colour Multi-colour
Material Plastic, Metal
Item Package Quantity 1
Number Of Pieces 1
Measurement System Metric
Usage Amateur, Professional
Included Components 4.5kg (10lb) SLEDGE HAMMER - FIBREGLASS SHAFT
Batteries included? No
Batteries Required? No
Item Weight 998 g
",plastic,other,998g,other,90,18,7,handle
"Stiletto 4932352584 Hammers Ti14SC-H18-1pc
Proven reliable Stiletto technology
Lightweight construction at just 0.64 Kgs
High performace for the home or tradesman
Manufacturer Stiletto
Part Number 4932352584
Product Dimensions 45 x 16 x 4 cm; 640 Grams
Item model number 4932352584
Item Package Quantity 1
Included Components 1 x 4932352584
Batteries Required? No
Item Weight 640 g
","Stiletto 4932352584 Hammers Ti14SC-H18-1pc
Proven reliable Stiletto technology
Lightweight construction at just 0.64 Kgs
High performace for the home or tradesman
","Manufacturer Stiletto
Part Number 4932352584
Product Dimensions 45 x 16 x 4 cm; 640 Grams
Item model number 4932352584
Item Package Quantity 1
Included Components 1 x 4932352584
Batteries Required? No
Item Weight 640 g
",other,other,640g,other,45,16,4,other
"Footprint 11716 4lb fibreglass Handle Hardened Steel Club Hammer, 1.8kg
Proven reliable Footprint technology
Lightweight construction at just 1.96 Kgs
High performace for the home or tradesman
Manufacturer Footprint
Part Number 1194
Product Dimensions 5 x 10.5 x 26 cm; 1.96 Kilograms
Item model number 11716
Size 4lb, 1.8kg
Material Plastic, Steel, Fibreglass
Item Package Quantity 1
Included Components 1 x 4lb fibreglass handle hardened steel club hammer
Batteries included? No
Batteries Required? No
Item Weight 1.96 kg
","Footprint 11716 4lb fibreglass Handle Hardened Steel Club Hammer, 1.8kg
Proven reliable Footprint technology
Lightweight construction at just 1.96 Kgs
High performace for the home or tradesman
","Manufacturer Footprint
Part Number 1194
Product Dimensions 5 x 10.5 x 26 cm; 1.96 Kilograms
Item model number 11716
Size 4lb, 1.8kg
Material Plastic, Steel, Fibreglass
Item Package Quantity 1
Included Components 1 x 4lb fibreglass handle hardened steel club hammer
Batteries included? No
Batteries Required? No
Item Weight 1.96 kg
",plastic,other,1.96kg,other,5,10.5,26,handle
"Estwing E3/11 Drywall Hammer - Vinyl Grip 14oz
Solid forged from one piece of American Steel for ultimate durability and strength
Milled face to reduce the likelihood of impact marks on the plasterboard
Sharp blade end for easily scoring drywall
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
Manufacturer Estwing
Part Number E3-11
Product Dimensions 35.05 x 3.56 x 14.22 cm; 660 Grams
Item model number E3-11
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 660 g
","Estwing E3/11 Drywall Hammer - Vinyl Grip 14oz
Solid forged from one piece of American Steel for ultimate durability and strength
Milled face to reduce the likelihood of impact marks on the plasterboard
Sharp blade end for easily scoring drywall
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
","Manufacturer Estwing
Part Number E3-11
Product Dimensions 35.05 x 3.56 x 14.22 cm; 660 Grams
Item model number E3-11
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 660 g
",metal,other,660g,14oz,35.05,3.56,14.22,other
"Roughneck ROU65908 65-908 (L) Sledge Hammer

Gorilla Sledge Hammer 3.6kg (8lb)
Product code: 65-908
Length: 8cm Width: 86cm Height: 19.7cm

Manufacturer Roughneck
Part Number ROU65908
Product Dimensions 8 x 19.7 x 86 cm; 100 Grams
Item model number ROU65908
Item Package Quantity 1
Number Of Pieces 1
Included Components 1 x Gorilla Sledge Hammer 3.6 kg (8 lb)
Batteries Required? No
Item Weight 100 g
","Roughneck ROU65908 65-908 (L) Sledge Hammer

Gorilla Sledge Hammer 3.6kg (8lb)
Product code: 65-908
Length: 8cm Width: 86cm Height: 19.7cm

","Manufacturer Roughneck
Part Number ROU65908
Product Dimensions 8 x 19.7 x 86 cm; 100 Grams
Item model number ROU65908
Item Package Quantity 1
Number Of Pieces 1
Included Components 1 x Gorilla Sledge Hammer 3.6 kg (8 lb)
Batteries Required? No
Item Weight 100 g
",other,other,100g,other,8,19.7,86,other
"Estwing E6/15S 15 Oz Blue Vinyl Gripped Ultra Framing Hammer
Solid forged from one piece of American Steel for ultimate durability and strength
Magnetic nail starter allow for one handed, fast and accurate nailing
Versatile rip claw used for pulling nails, prying boards, demolition work and splitting wood
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
Manufacturer Estwing
Part Number E6-15S
Product Dimensions 13.65 x 4.13 x 39.69 cm; 870.33 Grams
Item model number E6-15S
Size 15 oz
Style Smooth Face
Item Package Quantity 1
Measurement System Metric
Plug format No_plug
Included Components 1 x Estwing E6/15S 15oz Ultra Framing Hammer, Smooth Face, Shock Reduction Grip
Batteries included? No
Batteries Required? No
Item Weight 870 g
","Estwing E6/15S 15 Oz Blue Vinyl Gripped Ultra Framing Hammer
Solid forged from one piece of American Steel for ultimate durability and strength
Magnetic nail starter allow for one handed, fast and accurate nailing
Versatile rip claw used for pulling nails, prying boards, demolition work and splitting wood
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
","Manufacturer Estwing
Part Number E6-15S
Product Dimensions 13.65 x 4.13 x 39.69 cm; 870.33 Grams
Item model number E6-15S
Size 15 oz
Style Smooth Face
Item Package Quantity 1
Measurement System Metric
Plug format No_plug
Included Components 1 x Estwing E6/15S 15oz Ultra Framing Hammer, Smooth Face, Shock Reduction Grip
Batteries included? No
Batteries Required? No
Item Weight 870 g
",metal,blue,870g,15oz,13.65,4.13,39.69,other
"Estwing ESTE330S 30 Oz Framing Hammer W/Blue Grip, Silver, 840g (30oz)
Solid forged from one piece of American Steel for ultimate durability and strength
Versatile rip claw used for pulling nails, prying boards, demolition work and splitting wood
Longer handle and larger face for more striking power and increased leverage
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
Manufacturer Estwing
Part Number E3-30S
Product Dimensions 15.24 x 3.81 x 40.64 cm; 850.49 Grams
Item model number E3-3OS
Size 840g (30oz)
Colour Silver
Style Smooth Face
Item Package Quantity 1
Measurement System Metric
Batteries included? No
Batteries Required? No
Item Weight 850 g
","Estwing ESTE330S 30 Oz Framing Hammer W/Blue Grip, Silver, 840g (30oz)
Solid forged from one piece of American Steel for ultimate durability and strength
Versatile rip claw used for pulling nails, prying boards, demolition work and splitting wood
Longer handle and larger face for more striking power and increased leverage
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
","Manufacturer Estwing
Part Number E3-30S
Product Dimensions 15.24 x 3.81 x 40.64 cm; 850.49 Grams
Item model number E3-3OS
Size 840g (30oz)
Colour Silver
Style Smooth Face
Item Package Quantity 1
Measurement System Metric
Batteries included? No
Batteries Required? No
Item Weight 850 g
",metal,silver,850g,30oz,15.24,3.81,40.64,handle
"Vaughan 103-66 TTC1FGP Ti-Tech Titanium Nail Hammer Smooth Face, 16-Ounce, Fiberglass Handle
Fiberglass handle
High impact overstrike guard
Head start magnetic nail starter
Made in the USA
Replacement caps sold separately
Manufacturer Vaughan
Part Number 103-66
Product Dimensions 40.64 x 16.51 x 3.81 cm; 975.22 Grams
Item model number 103-66
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 975 g
","Vaughan 103-66 TTC1FGP Ti-Tech Titanium Nail Hammer Smooth Face, 16-Ounce, Fiberglass Handle
Fiberglass handle
High impact overstrike guard
Head start magnetic nail starter
Made in the USA
Replacement caps sold separately
","Manufacturer Vaughan
Part Number 103-66
Product Dimensions 40.64 x 16.51 x 3.81 cm; 975.22 Grams
Item model number 103-66
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 975 g
",plastic,other,975g,16oz,40.64,16.51,3.81,handle
"Estwing E3-4OLM 40 Oz. Milled Face Lineman’s Hammer
FORGED IN ONE PIECE – The most durable, longest lasting striking tools available
BALANCE AND TEMPER – The most durable, longest lasting striking tools available
BUILT FOR THE PRO – Linemen, electricians, utility workers, contractors, tradesman & serious DIYers
PATENTED SHOCK REDUCTION GRIP – Comfortable, durable & reduces impact vibration by 70%
MADE IN THE USA – Our tools are proudly crafted in Rockford, IL using the finest American steel
Manufacturer Estwing
Part Number E3-40LM
Product Dimensions 9.65 x 4.45 x 35.05 cm; 1.06 Kilograms
Item model number E3-4OLM
Style Milled Face
Material Steel
Power Source Hand Powered
Item Package Quantity 1
Measurement System Metric
Batteries included? No
Batteries Required? No
Item Weight 1.06 kg
","Estwing E3-4OLM 40 Oz. Milled Face Lineman’s Hammer
FORGED IN ONE PIECE – The most durable, longest lasting striking tools available
BALANCE AND TEMPER – The most durable, longest lasting striking tools available
BUILT FOR THE PRO – Linemen, electricians, utility workers, contractors, tradesman & serious DIYers
PATENTED SHOCK REDUCTION GRIP – Comfortable, durable & reduces impact vibration by 70%
MADE IN THE USA – Our tools are proudly crafted in Rockford, IL using the finest American steel
","Manufacturer Estwing
Part Number E3-40LM
Product Dimensions 9.65 x 4.45 x 35.05 cm; 1.06 Kilograms
Item model number E3-4OLM
Style Milled Face
Material Steel
Power Source Hand Powered
Item Package Quantity 1
Measurement System Metric
Batteries included? No
Batteries Required? No
Item Weight 1.06 kg
",metal,other,1.06kg,40oz,9.65,4.45,35.05,other
"Estwing E3/20SM 20oz Straight Claw Framing Hammer, Milled Face, Shock Reduction Face
Solid forged from one piece of American Steel for ultimate durability and strength
Versatile rip claw used for pulling nails, prying boards, demolition work and splitting wood
Longer handle and larger face for more striking power and increased leverage
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
Manufacturer Estwing
Part Number E3-20SM
Product Dimensions 13.97 x 3.18 x 34.62 cm; 566.99 Grams
Item model number E3-20SM
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 567 g
","Estwing E3/20SM 20oz Straight Claw Framing Hammer, Milled Face, Shock Reduction Face
Solid forged from one piece of American Steel for ultimate durability and strength
Versatile rip claw used for pulling nails, prying boards, demolition work and splitting wood
Longer handle and larger face for more striking power and increased leverage
Patented shock reduction grip offers comfort, durability and reduced impact vibrations by 70%
Proudly manufactured in Rockford, USA
","Manufacturer Estwing
Part Number E3-20SM
Product Dimensions 13.97 x 3.18 x 34.62 cm; 566.99 Grams
Item model number E3-20SM
Item Package Quantity 1
Batteries included? No
Batteries Required? No
Item Weight 567 g
",metal,other,567g,20oz,13.97,3.18,34.62,handle
"Vaughan R606M 800g Solid Steel Milled Face Straight Claw Ripping Hammer
Material: metal
Good quality product
Provides comfortable use
Manufacturer Vaughan
Part Number VAUR606M
Product Dimensions 55.55 x 40.01 x 15.24 cm; 993.37 Grams
Item model number R606M
Item Package Quantity 1
Included Components 1 x R606M Ripping Hammer Straight Claw All Steel Milled Face 800 g (28 oz.)
Batteries included? No
Batteries Required? No
Item Weight 993 g
","Vaughan R606M 800g Solid Steel Milled Face Straight Claw Ripping Hammer
Material: metal
Good quality product
Provides comfortable use
","Manufacturer Vaughan
Part Number VAUR606M
Product Dimensions 55.55 x 40.01 x 15.24 cm; 993.37 Grams
Item model number R606M
Item Package Quantity 1
Included Components 1 x R606M Ripping Hammer Straight Claw All Steel Milled Face 800 g (28 oz.)
Batteries included? No
Batteries Required? No
Item Weight 993 g
",metal,other,993g,28oz,55.55,40.01,15.24,other
"Klein Tools 832-26 Lineman's Claw Milled Hammer, Fiberglass Handle, 26-Ounce
Hammer has large head for driving in staples and lag bolts
Lighter 26-Ounce head compared to the traditional 32-Ounce hammer
Milled face aids in driving staples into utility poles
Claw end for removing nails, molding, and ground wire
Lanyard hole for tethering
Manufacturer Klein Tools
Part Number 832-26
Product Dimensions 37.69 x 14.38 x 3.56 cm; 1.04 Kilograms
Item model number 832-26
Item Package Quantity 1
Included Components Lineman's Claw Milled Hammer
Batteries Required? No
Item Weight 1.04 kg
","Klein Tools 832-26 Lineman's Claw Milled Hammer, Fiberglass Handle, 26-Ounce
Hammer has large head for driving in staples and lag bolts
Lighter 26-Ounce head compared to the traditional 32-Ounce hammer
Milled face aids in driving staples into utility poles
Claw end for removing nails, molding, and ground wire
Lanyard hole for tethering
","Manufacturer Klein Tools
Part Number 832-26
Product Dimensions 37.69 x 14.38 x 3.56 cm; 1.04 Kilograms
Item model number 832-26
Item Package Quantity 1
Included Components Lineman's Claw Milled Hammer
Batteries Required? No
Item Weight 1.04 kg
",plastic,other,1.04kg,26oz,37.69,14.38,3.56,handle
